xflr5 v6.61

 Calculated polar for: pegasus32_95_revT

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.6859, 0.01578, 0.01054,-0.1617,0.7966,0.8883,-0.8619, 0.0000, 0.0000, 0.0000, 0.4849
  0.500, 0.7501, 0.01513, 0.00972,-0.1623,0.7894,1.0000,-0.9183, 0.0000, 0.0000, 0.0000, 0.4648
  1.000, 0.8078, 0.01527, 0.00970,-0.1628,0.7782,1.0000,-0.9819, 0.0000, 0.0000, 0.0000, 0.4493
  1.500, 0.8663, 0.01522, 0.00953,-0.1631,0.7671,1.0000,-1.0473, 0.0000, 0.0000, 0.0000, 0.4353
  2.000, 0.9252, 0.01506, 0.00927,-0.1634,0.7559,1.0000,-1.1164, 0.0000, 0.0000, 0.0000, 0.4229
  2.500, 0.9840, 0.01481, 0.00893,-0.1634,0.7437,1.0000,-1.1875, 0.0000, 0.0000, 0.0000, 0.4117
  3.000, 1.0416, 0.01451, 0.00857,-0.1632,0.7294,1.0000,-1.2587, 0.0000, 0.0000, 0.0000, 0.4017
  3.500, 1.0987, 0.01422, 0.00823,-0.1629,0.7139,1.0000,-1.3424, 0.0000, 0.0000, 0.0000, 0.3926
  4.000, 1.1556, 0.01397, 0.00796,-0.1627,0.6977,1.0000,-1.4315, 0.0000, 0.0000, 0.0000, 0.3843
  4.500, 1.2074, 0.01390, 0.00791,-0.1616,0.6764,1.0000,-1.5310, 0.0000, 0.0000, 0.0000, 0.3767
  5.000, 1.2592, 0.01385, 0.00785,-0.1604,0.6510,1.0000,-1.6359, 0.0000, 0.0000, 0.0000, 0.3696


