xflr5 v6.61

 Calculated polar for: pegasus32_70_revT

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.555 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.6258, 0.00717, 0.00258,-0.1398,0.7399,0.7406,-0.8272, 0.0000, 0.0000, 0.0000, 0.4720
  0.500, 0.6802, 0.00710, 0.00262,-0.1391,0.7286,0.8036,-0.8801, 0.0000, 0.0000, 0.0000, 0.4526
  1.000, 0.7330, 0.00703, 0.00264,-0.1381,0.7162,0.8554,-0.9400, 0.0000, 0.0000, 0.0000, 0.4359
  1.500, 0.7817, 0.00690, 0.00261,-0.1361,0.7015,0.9138,-0.9978, 0.0000, 0.0000, 0.0000, 0.4210
  2.000, 0.8392, 0.00684, 0.00253,-0.1363,0.6850,1.0000,-1.0639, 0.0000, 0.0000, 0.0000, 0.4086
  2.500, 0.8962, 0.00699, 0.00261,-0.1366,0.6671,1.0000,-1.1349, 0.0000, 0.0000, 0.0000, 0.3981
  3.000, 0.9517, 0.00718, 0.00270,-0.1366,0.6447,1.0000,-1.2105, 0.0000, 0.0000, 0.0000, 0.3886
  3.500, 1.0056, 0.00745, 0.00286,-0.1362,0.6141,1.0000,-1.3041, 0.0000, 0.0000, 0.0000, 0.3800
  4.000, 1.0571, 0.00786, 0.00310,-0.1355,0.5721,1.0000,-1.4038, 0.0000, 0.0000, 0.0000, 0.3721
  4.500, 1.1061, 0.00845, 0.00346,-0.1344,0.5256,1.0000,-1.5026, 0.0000, 0.0000, 0.0000, 0.3647
  5.000, 1.1543, 0.00912, 0.00392,-0.1332,0.4791,1.0000,-1.6046, 0.0000, 0.0000, 0.0000, 0.3580


