xflr5 v6.61

 Calculated polar for: pegasus32_25_revT

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.355 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.3789, 0.00793, 0.00309,-0.0823,0.7589,0.8466,-0.6603, 0.0000, 0.0000, 0.0000, 0.4661
  0.500, 0.4279, 0.00786, 0.00306,-0.0801,0.7421,0.8882,-0.7071, 0.0000, 0.0000, 0.0000, 0.4354
  1.000, 0.4761, 0.00777, 0.00296,-0.0777,0.7247,0.9287,-0.7604, 0.0000, 0.0000, 0.0000, 0.4109
  1.500, 0.5401, 0.00769, 0.00285,-0.0789,0.7060,0.9747,-0.8270, 0.0000, 0.0000, 0.0000, 0.3932
  2.000, 0.6090, 0.00772, 0.00277,-0.0818,0.6833,1.0000,-0.9046, 0.0000, 0.0000, 0.0000, 0.3810
  2.500, 0.6631, 0.00786, 0.00279,-0.0817,0.6549,1.0000,-0.9823, 0.0000, 0.0000, 0.0000, 0.3694
  3.000, 0.7163, 0.00807, 0.00283,-0.0812,0.6167,1.0000,-1.0693, 0.0000, 0.0000, 0.0000, 0.3590
  3.500, 0.7688, 0.00839, 0.00298,-0.0806,0.5737,1.0000,-1.1690, 0.0000, 0.0000, 0.0000, 0.3500
  4.000, 0.8205, 0.00882, 0.00322,-0.0799,0.5303,1.0000,-1.2798, 0.0000, 0.0000, 0.0000, 0.3420
  4.500, 0.8716, 0.00934, 0.00356,-0.0791,0.4871,1.0000,-1.4156, 0.0000, 0.0000, 0.0000, 0.3350
  5.000, 0.9222, 0.00990, 0.00397,-0.0784,0.4454,1.0000,-1.5756, 0.0000, 0.0000, 0.0000, 0.3286


