xflr5 v6.61

 Calculated polar for: pegasus32_75_revT

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.470 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.6494, 0.00786, 0.00315,-0.1456,0.7508,0.7618,-0.8428, 0.0000, 0.0000, 0.0000, 0.4729
  0.500, 0.7023, 0.00777, 0.00317,-0.1445,0.7398,0.8246,-0.8949, 0.0000, 0.0000, 0.0000, 0.4539
  1.000, 0.7526, 0.00764, 0.00314,-0.1429,0.7279,0.8824,-0.9535, 0.0000, 0.0000, 0.0000, 0.4373
  1.500, 0.8052, 0.00741, 0.00299,-0.1417,0.7149,1.0000,-1.0142, 0.0000, 0.0000, 0.0000, 0.4228
  2.000, 0.8630, 0.00748, 0.00296,-0.1421,0.6989,1.0000,-1.0806, 0.0000, 0.0000, 0.0000, 0.4109
  2.500, 0.9199, 0.00761, 0.00299,-0.1424,0.6831,1.0000,-1.1510, 0.0000, 0.0000, 0.0000, 0.4004
  3.000, 0.9755, 0.00776, 0.00311,-0.1424,0.6628,1.0000,-1.2251, 0.0000, 0.0000, 0.0000, 0.3910
  3.500, 1.0298, 0.00796, 0.00324,-0.1421,0.6383,1.0000,-1.3146, 0.0000, 0.0000, 0.0000, 0.3824
  4.000, 1.0821, 0.00828, 0.00342,-0.1415,0.6053,1.0000,-1.4155, 0.0000, 0.0000, 0.0000, 0.3745
  4.500, 1.1317, 0.00876, 0.00372,-0.1403,0.5612,1.0000,-1.5154, 0.0000, 0.0000, 0.0000, 0.3672
  5.000, 1.1784, 0.00944, 0.00417,-0.1388,0.5121,1.0000,-1.6137, 0.0000, 0.0000, 0.0000, 0.3603


