xflr5 v6.61

 Calculated polar for: pegasus32_95_revT

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.220 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.7037, 0.01427, 0.00907,-0.1639,0.7927,0.8650,-0.8754, 0.0000, 0.0000, 0.0000, 0.4820
  0.500, 0.7555, 0.01393, 0.00871,-0.1623,0.7832,1.0000,-0.9239, 0.0000, 0.0000, 0.0000, 0.4632
  1.000, 0.8209, 0.01369, 0.00826,-0.1638,0.7757,1.0000,-0.9938, 0.0000, 0.0000, 0.0000, 0.4472
  1.500, 0.8783, 0.01370, 0.00815,-0.1641,0.7641,1.0000,-1.0586, 0.0000, 0.0000, 0.0000, 0.4338
  2.000, 0.9358, 0.01364, 0.00800,-0.1642,0.7522,1.0000,-1.1268, 0.0000, 0.0000, 0.0000, 0.4217
  2.500, 0.9935, 0.01348, 0.00775,-0.1642,0.7393,1.0000,-1.1971, 0.0000, 0.0000, 0.0000, 0.4109
  3.000, 1.0511, 0.01324, 0.00744,-0.1641,0.7251,1.0000,-1.2686, 0.0000, 0.0000, 0.0000, 0.4010
  3.500, 1.1082, 0.01303, 0.00719,-0.1639,0.7102,1.0000,-1.3530, 0.0000, 0.0000, 0.0000, 0.3921
  4.000, 1.1606, 0.01303, 0.00720,-0.1631,0.6916,1.0000,-1.4379, 0.0000, 0.0000, 0.0000, 0.3841
  4.500, 1.2146, 0.01293, 0.00708,-0.1624,0.6708,1.0000,-1.5407, 0.0000, 0.0000, 0.0000, 0.3765
  5.000, 1.2656, 0.01297, 0.00709,-0.1612,0.6441,1.0000,-1.6450, 0.0000, 0.0000, 0.0000, 0.3695


