xflr5 v6.61

 Calculated polar for: pegasus32_5_revT

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.340 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.2677, 0.00781, 0.00293,-0.0560,0.7539,0.8597,-0.5883, 0.0000, 0.0000, 0.0000, 0.4581
  0.500, 0.3175, 0.00781, 0.00289,-0.0540,0.7353,0.8940,-0.6339, 0.0000, 0.0000, 0.0000, 0.4181
  1.000, 0.3675, 0.00777, 0.00286,-0.0519,0.7135,0.9275,-0.6865, 0.0000, 0.0000, 0.0000, 0.3889
  1.500, 0.4298, 0.00780, 0.00283,-0.0526,0.6899,0.9586,-0.7536, 0.0000, 0.0000, 0.0000, 0.3696
  2.000, 0.5078, 0.00788, 0.00277,-0.0570,0.6562,0.9779,-0.8442, 0.0000, 0.0000, 0.0000, 0.3590
  2.500, 0.5882, 0.00801, 0.00272,-0.0622,0.6096,0.9935,-0.9449, 0.0000, 0.0000, 0.0000, 0.3521
  3.000, 0.6415, 0.00822, 0.00274,-0.0623,0.5674,1.0000,-1.0482, 0.0000, 0.0000, 0.0000, 0.3430
  3.500, 0.6805, 0.00853, 0.00288,-0.0592,0.5291,1.0000,-1.1414, 0.0000, 0.0000, 0.0000, 0.3325
  4.000, 0.7252, 0.00893, 0.00312,-0.0572,0.4900,1.0000,-1.2687, 0.0000, 0.0000, 0.0000, 0.3238
  4.500, 0.7719, 0.00939, 0.00343,-0.0555,0.4480,1.0000,-1.4339, 0.0000, 0.0000, 0.0000, 0.3165
  5.000, 0.8194, 0.00991, 0.00381,-0.0541,0.4080,1.0000,-1.6652, 0.0000, 0.0000, 0.0000, 0.3100


