xflr5 v6.61

 Calculated polar for: dae31_30_dae41

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.405 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.4374, 0.00735, 0.00297,-0.0882,0.7181,0.9303,-0.7194, 0.0000, 0.0000, 0.0000, 0.4505
  0.500, 0.5180, 0.00729, 0.00278,-0.0932,0.7040,1.0000,-0.7808, 0.0000, 0.0000, 0.0000, 0.4282
  1.000, 0.5713, 0.00737, 0.00272,-0.0925,0.6890,1.0000,-0.8307, 0.0000, 0.0000, 0.0000, 0.4095
  1.500, 0.6250, 0.00747, 0.00269,-0.0919,0.6728,1.0000,-0.8864, 0.0000, 0.0000, 0.0000, 0.3940
  2.000, 0.6790, 0.00760, 0.00270,-0.0913,0.6550,1.0000,-0.9491, 0.0000, 0.0000, 0.0000, 0.3810
  2.500, 0.7328, 0.00776, 0.00274,-0.0907,0.6356,1.0000,-1.0188, 0.0000, 0.0000, 0.0000, 0.3698
  3.000, 0.7862, 0.00796, 0.00283,-0.0901,0.6143,1.0000,-1.0964, 0.0000, 0.0000, 0.0000, 0.3600
  3.500, 0.8394, 0.00819, 0.00299,-0.0895,0.5902,1.0000,-1.1818, 0.0000, 0.0000, 0.0000, 0.3515
  4.000, 0.8917, 0.00850, 0.00318,-0.0888,0.5652,1.0000,-1.2760, 0.0000, 0.0000, 0.0000, 0.3439
  4.500, 0.9436, 0.00882, 0.00345,-0.0880,0.5381,1.0000,-1.3800, 0.0000, 0.0000, 0.0000, 0.3370
  5.000, 0.9943, 0.00924, 0.00376,-0.0871,0.5094,1.0000,-1.4982, 0.0000, 0.0000, 0.0000, 0.3308
  5.500, 1.0438, 0.00972, 0.00415,-0.0860,0.4785,1.0000,-1.6450, 0.0000, 0.0000, 0.0000, 0.3250
  6.000, 1.0920, 0.01026, 0.00459,-0.0848,0.4450,1.0000,-1.8133, 0.0000, 0.0000, 0.0000, 0.3196
  6.500, 1.1384, 0.01089, 0.00512,-0.0833,0.4077,1.0000,-2.0068, 0.0000, 0.0000, 0.0000, 0.3145
  7.000, 1.1818, 0.01167, 0.00575,-0.0815,0.3661,1.0000,-2.2203, 0.0000, 0.0000, 0.0000, 0.3096
  7.500, 1.2227, 0.01255, 0.00649,-0.0793,0.3239,1.0000,-2.4447, 0.0000, 0.0000, 0.0000, 0.3048
  8.000, 1.2595, 0.01360, 0.00735,-0.0765,0.2811,1.0000,-2.6770, 0.0000, 0.0000, 0.0000, 0.3000
  8.500, 1.2934, 0.01471, 0.00832,-0.0734,0.2410,1.0000,-2.9210, 0.0000, 0.0000, 0.0000, 0.2953
  9.000, 1.3198, 0.01593, 0.00940,-0.0690,0.2056,1.0000,-3.1579, 0.0000, 0.0000, 0.0000, 0.2901
  9.500, 1.3424, 0.01731, 0.01068,-0.0644,0.1755,1.0000,-3.3882, 0.0000, 0.0000, 0.0000, 0.2850
 10.000, 1.3643, 0.01890, 0.01218,-0.0602,0.1487,1.0000,-3.6320, 0.0000, 0.0000, 0.0000, 0.2804


