xflr5 v6.61

 Calculated polar for: dae31_10_dae41

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.3689, 0.00845, 0.00366,-0.0721,0.7319,0.9703,-0.6677, 0.0000, 0.0000, 0.0000, 0.4445
  0.500, 0.4559, 0.00837, 0.00339,-0.0785,0.7170,1.0000,-0.7340, 0.0000, 0.0000, 0.0000, 0.4204
  1.000, 0.5035, 0.00843, 0.00330,-0.0768,0.7006,1.0000,-0.7827, 0.0000, 0.0000, 0.0000, 0.4002
  1.500, 0.5531, 0.00852, 0.00325,-0.0754,0.6833,1.0000,-0.8387, 0.0000, 0.0000, 0.0000, 0.3835
  2.000, 0.6041, 0.00864, 0.00325,-0.0743,0.6646,1.0000,-0.9030, 0.0000, 0.0000, 0.0000, 0.3696
  2.500, 0.6558, 0.00877, 0.00331,-0.0733,0.6436,1.0000,-0.9749, 0.0000, 0.0000, 0.0000, 0.3578
  3.000, 0.7079, 0.00894, 0.00339,-0.0724,0.6211,1.0000,-1.0553, 0.0000, 0.0000, 0.0000, 0.3478
  3.500, 0.7601, 0.00917, 0.00349,-0.0715,0.5978,1.0000,-1.1447, 0.0000, 0.0000, 0.0000, 0.3391
  4.000, 0.8120, 0.00942, 0.00370,-0.0706,0.5711,1.0000,-1.2442, 0.0000, 0.0000, 0.0000, 0.3315
  4.500, 0.8634, 0.00975, 0.00394,-0.0697,0.5438,1.0000,-1.3661, 0.0000, 0.0000, 0.0000, 0.3247
  5.000, 0.9139, 0.01015, 0.00424,-0.0687,0.5140,1.0000,-1.5171, 0.0000, 0.0000, 0.0000, 0.3186
  5.500, 0.9634, 0.01060, 0.00462,-0.0675,0.4811,1.0000,-1.6892, 0.0000, 0.0000, 0.0000, 0.3130
  6.000, 1.0116, 0.01113, 0.00507,-0.0662,0.4446,1.0000,-1.8830, 0.0000, 0.0000, 0.0000, 0.3078
  6.500, 1.0576, 0.01178, 0.00562,-0.0647,0.4021,1.0000,-2.1008, 0.0000, 0.0000, 0.0000, 0.3029
  7.000, 1.1013, 0.01257, 0.00627,-0.0629,0.3574,1.0000,-2.3301, 0.0000, 0.0000, 0.0000, 0.2982
  7.500, 1.1420, 0.01353, 0.00707,-0.0607,0.3108,1.0000,-2.5743, 0.0000, 0.0000, 0.0000, 0.2936
  8.000, 1.1792, 0.01466, 0.00800,-0.0581,0.2641,1.0000,-2.8307, 0.0000, 0.0000, 0.0000, 0.2890
  8.500, 1.2135, 0.01590, 0.00909,-0.0552,0.2205,1.0000,-3.0908, 0.0000, 0.0000, 0.0000, 0.2845
  9.000, 1.2431, 0.01727, 0.01031,-0.0517,0.1824,1.0000,-3.3429, 0.0000, 0.0000, 0.0000, 0.2799
  9.500, 1.2650, 0.01874, 0.01167,-0.0470,0.1500,1.0000,-3.5795, 0.0000, 0.0000, 0.0000, 0.2747
 10.000, 1.2836, 0.02053, 0.01336,-0.0424,0.1215,1.0000,-3.8187, 0.0000, 0.0000, 0.0000, 0.2699


