xflr5 v6.61

 Calculated polar for: dae31_55_dae41

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.385 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.5452, 0.00849, 0.00361,-0.1139,0.7269,0.7184,-0.7955, 0.0000, 0.0000, 0.0000, 0.4578
  1.000, 0.6677, 0.00796, 0.00328,-0.1151,0.7029,1.0000,-0.8997, 0.0000, 0.0000, 0.0000, 0.4199
  1.500, 0.7229, 0.00803, 0.00322,-0.1147,0.6890,1.0000,-0.9536, 0.0000, 0.0000, 0.0000, 0.4056
  2.000, 0.7779, 0.00813, 0.00318,-0.1143,0.6741,1.0000,-1.0132, 0.0000, 0.0000, 0.0000, 0.3933
  2.500, 0.8324, 0.00825, 0.00319,-0.1138,0.6574,1.0000,-1.0798, 0.0000, 0.0000, 0.0000, 0.3825
  3.000, 0.8864, 0.00841, 0.00326,-0.1133,0.6383,1.0000,-1.1533, 0.0000, 0.0000, 0.0000, 0.3730
  3.500, 0.9396, 0.00861, 0.00338,-0.1127,0.6169,1.0000,-1.2331, 0.0000, 0.0000, 0.0000, 0.3645
  4.000, 0.9920, 0.00887, 0.00355,-0.1119,0.5937,1.0000,-1.3203, 0.0000, 0.0000, 0.0000, 0.3568
  4.500, 1.0434, 0.00921, 0.00378,-0.1111,0.5692,1.0000,-1.4169, 0.0000, 0.0000, 0.0000, 0.3498
  5.000, 1.0938, 0.00959, 0.00409,-0.1101,0.5423,1.0000,-1.5215, 0.0000, 0.0000, 0.0000, 0.3434
  5.500, 1.1424, 0.01007, 0.00447,-0.1088,0.5141,1.0000,-1.6348, 0.0000, 0.0000, 0.0000, 0.3374
  6.000, 1.1894, 0.01060, 0.00492,-0.1074,0.4835,1.0000,-1.7634, 0.0000, 0.0000, 0.0000, 0.3317
  6.500, 1.2347, 0.01121, 0.00545,-0.1057,0.4519,1.0000,-1.9109, 0.0000, 0.0000, 0.0000, 0.3263
  7.000, 1.2771, 0.01192, 0.00607,-0.1036,0.4183,1.0000,-2.0818, 0.0000, 0.0000, 0.0000, 0.3211
  7.500, 1.3157, 0.01275, 0.00679,-0.1009,0.3822,1.0000,-2.2718, 0.0000, 0.0000, 0.0000, 0.3160
  8.000, 1.3496, 0.01371, 0.00763,-0.0975,0.3447,1.0000,-2.4752, 0.0000, 0.0000, 0.0000, 0.3108
  8.500, 1.3755, 0.01479, 0.00858,-0.0928,0.3085,1.0000,-2.6777, 0.0000, 0.0000, 0.0000, 0.3053
  9.000, 1.3959, 0.01610, 0.00977,-0.0875,0.2738,1.0000,-2.8759, 0.0000, 0.0000, 0.0000, 0.2998
  9.500, 1.4159, 0.01766, 0.01121,-0.0828,0.2410,1.0000,-3.0858, 0.0000, 0.0000, 0.0000, 0.2948
 10.000, 1.4357, 0.01943, 0.01290,-0.0785,0.2110,1.0000,-3.2989, 0.0000, 0.0000, 0.0000, 0.2902


